102.00	54.20	0.252178
102.00	57.20	0.124794
102.00	60.20	0.163648
102.00	63.20	0.061363
102.00	66.20	0.120738
102.00	69.20	0.133148
105.00	12.20	-0.030566
105.00	15.20	0.036415
105.00	18.20	-0.005421
105.00	21.20	0.039027
105.00	24.20	0.080560
105.00	27.20	0.059017
105.00	30.20	0.007459
105.00	33.20	-0.030294
105.00	36.20	-0.000810
105.00	39.20	-0.073328
105.00	42.20	-0.041958
105.00	45.20	0.014027
105.00	48.20	0.125266
105.00	51.20	0.284233
105.00	54.20	0.190834
105.00	57.20	0.119434
105.00	60.20	0.143746
105.00	63.20	0.033649
105.00	66.20	0.060024
105.00	69.20	0.088106
108.00	12.20	-0.024077
108.00	15.20	0.026853
108.00	18.20	-0.027818
108.00	21.20	-0.033904
108.00	24.20	0.004535
108.00	27.20	-0.003829
108.00	30.20	-0.037040
108.00	33.20	-0.042708
108.00	36.20	-0.038848
108.00	39.20	-0.082937
108.00	42.20	-0.067800
108.00	45.20	0.014348
108.00	48.20	0.062730
108.00	51.20	0.171013
108.00	54.20	0.114569
108.00	57.20	0.047938
108.00	60.20	0.127346
108.00	63.20	0.009404
108.00	66.20	0.022718
108.00	69.20	0.047324
111.00	12.20	-0.067106
111.00	15.20	-0.013599
111.00	18.20	-0.064043
111.00	21.20	-0.067783
111.00	24.20	-0.057493
111.00	27.20	-0.016712
111.00	30.20	-0.043954
111.00	33.20	-0.113238
111.00	36.20	-0.064941
111.00	39.20	-0.082298
111.00	42.20	-0.082916
111.00	45.20	-0.020968
111.00	48.20	0.016200
111.00	51.20	0.021091
111.00	54.20	0.057908
111.00	57.20	0.013494
111.00	60.20	0.099074
111.00	63.20	0.006265
111.00	66.20	0.017271
111.00	69.20	0.033638
114.00	12.20	-0.051363
114.00	15.20	-0.089286
114.00	18.20	-0.063941
114.00	21.20	-0.140360
114.00	24.20	-0.148204
114.00	27.20	-0.136201
114.00	30.20	-0.004047
114.00	33.20	-0.050696
114.00	36.20	-0.079218
114.00	39.20	-0.082101
114.00	42.20	-0.066462
114.00	45.20	-0.023570
114.00	48.20	-0.008650
114.00	51.20	-0.022366
114.00	54.20	0.013304
114.00	57.20	0.000353
114.00	60.20	0.052889
114.00	63.20	0.015585
114.00	66.20	0.022350
114.00	69.20	0.045040
117.00	12.20	-0.040559
117.00	15.20	-0.090013
117.00	18.20	-0.087362
117.00	21.20	-0.170459
117.00	24.20	-0.115649
117.00	27.20	-0.163007
117.00	30.20	-0.003226
117.00	33.20	-0.080315
117.00	36.20	-0.086542
117.00	39.20	-0.070091
117.00	42.20	-0.049281
117.00	45.20	-0.012240
117.00	48.20	-0.014847
117.00	51.20	-0.004144
117.00	54.20	-0.020203
117.00	57.20	-0.007775
117.00	60.20	0.015129
117.00	63.20	0.051361
117.00	66.20	0.063906
117.00	69.20	0.151765
120.00	12.20	-0.065082
120.00	15.20	-0.079704
120.00	18.20	-0.066592
120.00	21.20	-0.155060
120.00	24.20	-0.118362
120.00	27.20	-0.129639
120.00	30.20	-0.016737
120.00	33.20	-0.103352
120.00	36.20	-0.064986
120.00	39.20	-0.044839
120.00	42.20	-0.025985
120.00	45.20	-0.044179
120.00	48.20	-0.037146
120.00	51.20	-0.044032
120.00	54.20	-0.057021
120.00	57.20	-0.057133
120.00	60.20	-0.023766
120.00	63.20	0.049338
120.00	66.20	0.105176
120.00	69.20	0.201403
123.00	12.20	-0.056717
123.00	15.20	-0.096651
123.00	18.20	-0.070462
123.00	21.20	-0.135547
123.00	24.20	-0.125435
123.00	27.20	-0.098410
123.00	30.20	-0.044274
123.00	33.20	-0.062062
123.00	36.20	-0.030648
123.00	39.20	-0.028588
123.00	42.20	-0.012100
123.00	45.20	-0.057155
123.00	48.20	-0.060060
123.00	51.20	-0.034413
123.00	54.20	-0.072892
123.00	57.20	-0.051167
123.00	60.20	-0.042731
123.00	63.20	0.024321
123.00	66.20	0.111149
123.00	69.20	0.184787
126.00	12.20	-0.036226
126.00	15.20	-0.061683
126.00	18.20	-0.055784
126.00	21.20	-0.067849
126.00	24.20	-0.039725
126.00	27.20	-0.078736
126.00	30.20	-0.022811
126.00	33.20	-0.036200
126.00	36.20	0.001083
126.00	39.20	-0.004959
126.00	42.20	0.016200
126.00	45.20	-0.040466
126.00	48.20	-0.058408
126.00	51.20	-0.015318
126.00	54.20	-0.074000
126.00	57.20	-0.037928
126.00	60.20	-0.051043
126.00	63.20	-0.015462
126.00	66.20	0.061610
126.00	69.20	0.137488
129.00	12.20	-0.049854
129.00	15.20	-0.034254
129.00	18.20	-0.025160
129.00	21.20	-0.016242
129.00	24.20	-0.002146
129.00	27.20	-0.000189
129.00	30.20	-0.007296
129.00	33.20	-0.095159
129.00	36.20	0.040870
129.00	39.20	0.014417
129.00	42.20	0.047350
129.00	45.20	-0.012297
129.00	48.20	-0.041843
129.00	51.20	-0.046408
129.00	54.20	-0.097034
129.00	57.20	-0.025403
129.00	60.20	-0.051023
129.00	63.20	-0.036086
129.00	66.20	-0.007338
129.00	69.20	0.081698
132.00	12.20	-0.051970
132.00	15.20	-0.031116
132.00	18.20	-0.013737
132.00	21.20	0.036933
132.00	24.20	-0.013853
132.00	27.20	0.061989
132.00	30.20	-0.008156
132.00	33.20	-0.076680
132.00	36.20	0.050611
132.00	39.20	0.030578
132.00	42.20	0.085471
132.00	45.20	-0.013131
132.00	48.20	-0.049453
132.00	51.20	-0.085708
132.00	54.20	-0.087104
132.00	57.20	-0.019384
132.00	60.20	-0.061591
132.00	63.20	0.012207
132.00	66.20	-0.037130
132.00	69.20	-0.040744
135.00	12.20	-0.041880
135.00	15.20	-0.046519
135.00	18.20	-0.004971
135.00	21.20	0.032955
135.00	24.20	0.000230
135.00	27.20	0.025155
135.00	30.20	-0.039229
135.00	33.20	-0.015955
135.00	36.20	0.055148
135.00	39.20	0.031648
135.00	42.20	0.092452
135.00	45.20	0.020134
135.00	48.20	-0.061497
135.00	51.20	-0.108626
135.00	54.20	-0.046338
135.00	57.20	0.006937
135.00	60.20	-0.043577
135.00	63.20	0.011364
135.00	66.20	-0.081074
135.00	69.20	-0.110552
138.00	12.20	-0.047419
138.00	15.20	-0.039153
138.00	18.20	0.062281
