Phi,Col1,Col2,Theta,Intensity,IsOriginal
300.0,42728.8,43777.6,18.0,-0.06279194999999999,True
303.0,41969.9,43777.6,18.0,-0.04845457499999999,True
306.0,44350.9,43777.6,18.0,0.007131599999999978,True
309.0,46483.1,43777.6,18.0,-0.10886777499999999,True
312.0,45702.5,43777.6,18.0,-0.03830414999999998,True
315.0,46872.9,43777.6,18.0,0.042595225,True
318.0,45231.2,43777.6,18.0,0.043102400000000034,True
321.0,44795.8,43777.6,18.0,-0.110100175,True
324.0,43585.2,43777.6,18.0,0.113285275,True
327.0,47585.8,43777.6,18.0,-0.086703925,True
330.0,41639.3,43777.6,18.0,-0.013970950000000001,True
333.0,49966.9,43777.6,18.0,-0.057766949999999984,True
336.0,43376.5,43777.6,18.0,-0.14453679999999997,True
339.0,46025.2,43777.6,18.0,-0.08229929999999996,True
342.0,43649.1,43777.6,18.0,-0.165512975,True
345.0,46096.1,43777.6,18.0,-0.026110025000000005,True
348.0,44967.0,43777.6,18.0,-0.04247035000000002,True
351.0,44753.4,43777.6,18.0,-0.04125337500000002,True
354.0,47491.0,43777.6,18.0,0.06002117499999997,True
357.0,53708.6,43777.6,18.0,0.08535209999999999,True
0.0,63718.5,47381.2,21.0,-0.0034608750000000004,True
3.0,59887.1,47381.2,21.0,0.26973969999999997,True
6.0,59486.2,47381.2,21.0,0.129851925,True
9.0,51217.5,47381.2,21.0,0.16400385,True
12.0,40249.9,47381.2,21.0,-0.038781925,True
15.0,41769.7,47381.2,21.0,0.07935382500000002,True
18.0,53345.1,47381.2,21.0,0.03275289999999999,True
21.0,51599.7,47381.2,21.0,0.024243024999999994,True
24.0,40239.6,47381.2,21.0,-0.11376087499999998,True
27.0,30801.6,47381.2,21.0,-0.23314127499999995,True
30.0,29973.3,47381.2,21.0,-0.21523609999999996,True
33.0,33922.3,47381.2,21.0,-0.13884794999999994,True
36.0,51375.3,47381.2,21.0,0.045872550000000005,True
39.0,43296.0,47381.2,21.0,0.02491137499999998,True
42.0,39575.1,47381.2,21.0,0.025951124999999974,True
45.0,33332.8,47381.2,21.0,-0.025033624999999986,True
48.0,44034.2,47381.2,21.0,0.037232924999999965,True
51.0,43605.5,47381.2,21.0,0.05186342499999999,True
54.0,43605.5,47381.2,21.0,0.055957650000000005,True
57.0,37132.1,47381.2,21.0,0.03958437499999998,True
60.0,38236.8,47381.2,21.0,0.12373232499999998,True
63.0,51921.5,47381.2,21.0,0.045658249999999956,True
66.0,29450.1,47381.2,21.0,-0.10246804999999998,True
69.0,29450.1,47381.2,21.0,-0.1093324,True
72.0,27064.8,47381.2,21.0,-0.06799032499999998,True
75.0,33550.9,47381.2,21.0,-0.08166625,True
78.0,42318.0,47381.2,21.0,-0.07501327499999996,True
81.0,36050.1,47381.2,21.0,0.05029792499999999,True
84.0,33343.5,47381.2,21.0,-0.05090302499999998,True
87.0,43450.1,47381.2,21.0,0.04710797500000002,True
90.0,29720.9,47381.2,21.0,-0.003460874999999989,True
93.0,63544.5,47381.2,21.0,0.2697397,True
96.0,48462.4,47381.2,21.0,0.129851925,True
99.0,48412.7,47381.2,21.0,0.16400384999999998,True
102.0,36323.9,47381.2,21.0,-0.038781925,True
105.0,47599.4,47381.2,21.0,0.07935382500000002,True
108.0,44849.4,47381.2,21.0,0.03275289999999998,True
111.0,39180.4,47381.2,21.0,0.024243025000000026,True
114.0,27647.3,47381.2,21.0,-0.11376087499999996,True
117.0,30019.0,47381.2,21.0,-0.233141275,True
120.0,28922.4,47381.2,21.0,-0.21523609999999993,True
123.0,38735.8,47381.2,21.0,-0.13884795000000003,True
126.0,37805.5,47381.2,21.0,0.045872550000000005,True
129.0,38347.8,47381.2,21.0,0.024911374999999996,True
132.0,43088.1,47381.2,21.0,0.02595112499999999,True
135.0,47055.9,47381.2,21.0,-0.025033625000000018,True
138.0,46703.8,47381.2,21.0,0.037232924999999965,True
141.0,40425.8,47381.2,21.0,0.051863425000000005,True
144.0,48011.4,47381.2,21.0,0.05595765,True
147.0,51931.0,47381.2,21.0,0.039584375,True
150.0,42540.5,47381.2,21.0,0.12373232499999999,True
153.0,42540.5,47381.2,21.0,0.045658249999999984,True
156.0,42540.5,47381.2,21.0,-0.10246804999999998,True
159.0,36400.1,47381.2,21.0,-0.10933240000000001,True
162.0,40239.1,47381.2,21.0,-0.06799032499999998,True
165.0,41262.9,47381.2,21.0,-0.08166625000000002,True
168.0,38809.9,47381.2,21.0,-0.07501327499999996,True
171.0,51329.2,47381.2,21.0,0.05029792499999999,True
174.0,51329.2,47381.2,21.0,-0.050903024999999984,True
177.0,51329.2,47381.2,21.0,0.04710797499999999,True
180.0,56011.8,47381.2,21.0,-0.0034608750000000113,True
183.0,56256.9,47381.2,21.0,0.26973969999999997,True
186.0,55406.1,47381.2,21.0,0.12985192499999998,True
189.0,57328.5,47381.2,21.0,0.16400384999999998,True
192.0,51876.7,47381.2,21.0,-0.038781925,True
195.0,53640.7,47381.2,21.0,0.07935382500000002,True
198.0,60067.6,47381.2,21.0,0.032752899999999974,True
201.0,48846.2,47381.2,21.0,0.024243025000000026,True
204.0,51039.1,47381.2,21.0,-0.11376087499999997,True
207.0,47017.4,47381.2,21.0,-0.23314127499999998,True
210.0,51108.5,47381.2,21.0,-0.21523609999999996,True
213.0,55045.5,47381.2,21.0,-0.13884795,True
216.0,47699.6,47381.2,21.0,0.04587255,True
219.0,61260.1,47381.2,21.0,0.024911374999999972,True
222.0,51107.1,47381.2,21.0,0.025951124999999978,True
225.0,49903.0,47381.2,21.0,-0.025033624999999997,True
228.0,49489.1,47381.2,21.0,0.03723292499999995,True
231.0,53900.3,47381.2,21.0,0.051863425,True
234.0,55046.8,47381.2,21.0,0.055957650000000005,True
237.0,56616.9,47381.2,21.0,0.03958437500000002,True
240.0,72596.0,47381.2,21.0,0.12373232499999996,True
243.0,49405.4,47381.2,21.0,0.04565824999999995,True
246.0,59529.0,47381.2,21.0,-0.10246804999999999,True
249.0,50042.6,47381.2,21.0,-0.10933239999999998,True
252.0,65049.7,47381.2,21.0,-0.06799032499999996,True
255.0,50197.6,47381.2,21.0,-0.08166625,True
258.0,42898.3,47381.2,21.0,-0.07501327499999993,True
261.0,48697.0,47381.2,21.0,0.05029792499999999,True
264.0,53568.3,47381.2,21.0,-0.05090302499999998,True
267.0,50414.6,47381.2,21.0,0.04710797500000002,True
270.0,45569.8,47381.2,21.0,-0.0034608749999999874,True
273.0,61385.1,47381.2,21.0,0.26973969999999997,True
276.0,52574.2,47381.2,21.0,0.129851925,True
279.0,66931.5,47381.2,21.0,0.16400385,True
282.0,57368.7,47381.2,21.0,-0.03878192500000003,True
285.0,63761.0,47381.2,21.0,0.07935382499999998,True
288.0,36083.6,47381.2,21.0,0.03275289999999998,True
291.0,56226.9,47381.2,21.0,0.024243024999999994,True
294.0,52719.0,47381.2,21.0,-0.11376087499999994,True
297.0,38929.3,47381.2,21.0,-0.233141275,True
300.0,40910.5,47381.2,21.0,-0.21523609999999996,True
303.0,35244.8,47381.2,21.0,-0.13884795000000003,True
306.0,61987.0,47381.2,21.0,0.045872550000000005,True
309.0,52667.1,47381.2,21.0,0.024911374999999996,True
312.0,61617.6,47381.2,21.0,0.025951124999999985,True
315.0,54719.0,47381.2,21.0,-0.025033625000000014,True
318.0,54794.1,47381.2,21.0,0.037232924999999965,True
321.0,61514.6,47381.2,21.0,0.051863424999999984,True
324.0,51756.8,47381.2,21.0,0.05595765,True
327.0,50331.3,47381.2,21.0,0.039584375000000005,True
330.0,61799.2,47381.2,21.0,0.12373232499999998,True
333.0,49785.6,47381.2,21.0,0.045658249999999984,True
336.0,39241.1,47381.2,21.0,-0.10246804999999996,True
339.0,52719.2,47381.2,21.0,-0.10933240000000002,True
342.0,46034.6,47381.2,21.0,-0.06799032499999998,True
345.0,46828.4,47381.2,21.0,-0.08166625,True
348.0,45729.1,47381.2,21.0,-0.07501327499999998,True
351.0,58124.7,47381.2,21.0,0.05029792500000001,True
354.0,38751.5,47381.2,21.0,-0.05090302499999998,True
357.0,46458.7,47381.2,21.0,0.04710797499999998,True
0.0,57820.0,45860.4,24.0,0.126786625,True
3.0,67015.2,45860.4,24.0,0.17534649999999996,True
6.0,52414.3,45860.4,24.0,0.11557527500000002,True
9.0,44295.5,45860.4,24.0,0.156412525,True
12.0,47809.0,45860.4,24.0,0.10112247499999998,True
15.0,39836.3,45860.4,24.0,0.16347464999999997,True
18.0,48618.5,45860.4,24.0,-0.08102714999999996,True
21.0,41106.0,45860.4,24.0,-0.12356615,True
24.0,50819.3,45860.4,24.0,0.005313374999999991,True
27.0,50819.3,45860.4,24.0,-0.08987622499999999,True
30.0,41886.1,45860.4,24.0,-0.08943552500000004,True
33.0,40718.3,45860.4,24.0,-0.04424962500000005,True
36.0,43003.7,45860.4,24.0,-0.02037317499999999,True
39.0,22076.3,45860.4,24.0,-0.22254882499999998,True
42.0,48814.4,45860.4,24.0,0.0322463,True
45.0,31968.2,45860.4,24.0,-0.06655629999999998,True
48.0,37999.4,45860.4,24.0,-0.02253904999999999,True
51.0,46294.8,45860.4,24.0,0.05002545000000002,True
54.0,45321.5,45860.4,24.0,0.06985187500000001,True
57.0,40091.4,45860.4,24.0,0.080712275,True
60.0,36701.8,45860.4,24.0,-0.04135842500000001,True
63.0,40420.8,45860.4,24.0,0.08177247499999996,True
66.0,37414.3,45860.4,24.0,-0.022570625000000014,True
69.0,48224.6,45860.4,24.0,0.05350289999999999,True
72.0,30993.6,45860.4,24.0,-0.07559047499999999,True
75.0,34107.7,45860.4,24.0,-0.11103872500000003,True
78.0,22269.7,45860.4,24.0,-0.19691344999999996,True
81.0,38935.7,45860.4,24.0,-0.017425400000000004,True
84.0,29619.7,45860.4,24.0,-0.03275727499999995,True
87.0,51981.4,45860.4,24.0,0.04989317500000002,True
90.0,44844.1,45860.4,24.0,0.126786625,True
93.0,37791.1,45860.4,24.0,0.1753465,True
96.0,42735.8,45860.4,24.0,0.11557527500000005,True
99.0,54051.6,45860.4,24.0,0.15641252499999994,True
102.0,50865.8,45860.4,24.0,0.10112247499999999,True
105.0,52136.5,45860.4,24.0,0.16347465000000003,True
108.0,23240.3,45860.4,24.0,-0.08102714999999998,True
111.0,26921.1,45860.4,24.0,-0.12356615000000003,True
114.0,34447.7,45860.4,24.0,0.005313374999999968,True
117.0,24911.3,45860.4,24.0,-0.08987622500000002,True
120.0,32162.3,45860.4,24.0,-0.08943552500000003,True
123.0,35102.2,45860.4,24.0,-0.044249625000000035,True
126.0,31138.4,45860.4,24.0,-0.020373175000000025,True
129.0,34259.7,45860.4,24.0,-0.22254882499999998,True
132.0,41760.3,45860.4,24.0,0.032246300000000026,True
135.0,39734.6,45860.4,24.0,-0.0665563,True
138.0,37522.1,45860.4,24.0,-0.022539049999999998,True
141.0,43166.2,45860.4,24.0,0.050025450000000034,True
144.0,48641.8,45860.4,24.0,0.069851875,True
147.0,43973.4,45860.4,24.0,0.080712275,True
150.0,34333.0,45860.4,24.0,-0.041358425,True
153.0,54905.3,45860.4,24.0,0.08177247499999998,True
156.0,41118.5,45860.4,24.0,-0.022570625000000014,True
159.0,42955.5,45860.4,24.0,0.0535029,True
162.0,24037.5,45860.4,24.0,-0.075590475,True
165.0,39707.1,45860.4,24.0,-0.11103872500000005,True
168.0,34220.5,45860.4,24.0,-0.19691344999999996,True
171.0,51790.1,45860.4,24.0,-0.01742539999999998,True
174.0,45332.4,45860.4,24.0,-0.032757274999999954,True
177.0,39792.5,45860.4,24.0,0.049893174999999984,True
180.0,53550.5,45860.4,24.0,0.12678662499999996,True
183.0,50955.8,45860.4,24.0,0.1753465,True
186.0,53478.4,45860.4,24.0,0.11557527499999998,True
189.0,49599.0,45860.4,24.0,0.15641252499999997,True
192.0,50225.4,45860.4,24.0,0.10112247499999999,True
195.0,60439.5,45860.4,24.0,0.16347465,True
198.0,49499.0,45860.4,24.0,-0.08102714999999996,True
201.0,34748.7,45860.4,24.0,-0.12356614999999997,True
204.0,46924.3,45860.4,24.0,0.005313374999999998,True
207.0,56548.6,45860.4,24.0,-0.089876225,True
210.0,49592.0,45860.4,24.0,-0.089435525,True
213.0,47773.2,45860.4,24.0,-0.04424962500000003,True
216.0,50395.0,45860.4,24.0,-0.02037317500000001,True
219.0,39531.9,45860.4,24.0,-0.22254882499999998,True
222.0,42708.1,45860.4,24.0,0.03224630000000001,True
225.0,50929.8,45860.4,24.0,-0.06655630000000001,True
228.0,57066.9,45860.4,24.0,-0.022539049999999998,True
231.0,44094.1,45860.4,24.0,0.05002545000000001,True
234.0,52013.9,45860.4,24.0,0.06985187500000001,True
237.0,57288.1,45860.4,24.0,0.08071227500000001,True
240.0,54699.5,45860.4,24.0,-0.041358425,True
243.0,52885.4,45860.4,24.0,0.08177247499999997,True
246.0,48439.6,45860.4,24.0,-0.022570625000000014,True
249.0,53075.7,45860.4,24.0,0.05350289999999999,True
252.0,44313.8,45860.4,24.0,-0.07559047499999998,True
255.0,44754.0,45860.4,24.0,-0.11103872500000003,True
258.0,52893.9,45860.4,24.0,-0.19691344999999993,True
261.0,52893.9,45860.4,24.0,-0.017425399999999976,True
264.0,48426.0,45860.4,24.0,-0.032757274999999954,True
267.0,47974.2,45860.4,24.0,0.049893175000000005,True
270.0,56390.8,45860.4,24.0,0.126786625,True
273.0,70307.7,45860.4,24.0,0.17534649999999996,True
276.0,61384.2,45860.4,24.0,0.11557527500000002,True
279.0,66297.8,45860.4,24.0,0.15641252499999997,True
282.0,53978.7,45860.4,24.0,0.10112247499999999,True
285.0,62354.4,45860.4,24.0,0.16347465,True
288.0,53673.9,45860.4,24.0,-0.08102714999999996,True
291.0,63849.2,45860.4,24.0,-0.12356615000000001,True
294.0,55243.8,45860.4,24.0,0.005313374999999976,True
297.0,37141.5,45860.4,24.0,-0.08987622499999999,True
300.0,44855.9,45860.4,24.0,-0.089435525,True
303.0,53363.8,45860.4,24.0,-0.04424962500000003,True
306.0,57852.2,45860.4,24.0,-0.02037317500000002,True
309.0,48096.4,45860.4,24.0,-0.222548825,True
312.0,54186.0,45860.4,24.0,0.0322463,True
315.0,48842.8,45860.4,24.0,-0.06655629999999998,True
318.0,46743.2,45860.4,24.0,-0.022539049999999967,True
321.0,56197.4,45860.4,24.0,0.050025450000000034,True
324.0,46403.5,45860.4,24.0,0.06985187499999998,True
327.0,55605.8,45860.4,24.0,0.08071227499999999,True
330.0,49483.9,45860.4,24.0,-0.04135842499999999,True
333.0,45766.1,45860.4,24.0,0.08177247499999997,True
336.0,49117.0,45860.4,24.0,-0.022570625,True
339.0,43356.8,45860.4,24.0,0.05350289999999999,True
342.0,68318.8,45860.4,24.0,-0.075590475,True
345.0,40135.9,45860.4,24.0,-0.11103872500000003,True
348.0,37465.1,45860.4,24.0,-0.19691344999999996,True
351.0,31241.8,45860.4,24.0,-0.01742539999999999,True
354.0,48789.2,45860.4,24.0,-0.03275727499999996,True
357.0,42092.2,45860.4,24.0,0.04989317500000001,True
0.0,61987.2,44385.0,27.0,0.13718144999999998,True
