 theta   phi  intensity
  60.0 228.0    66023.9
  60.0 231.0    67107.2
  60.0 234.0    68246.7
  60.0 237.0    71115.9
  60.0 240.0    71257.4
  60.0 243.0    59645.1
  60.0 246.0    67421.9
  60.0 249.0    71382.7
  60.0 252.0    69122.4
  60.0 255.0    64840.4
  60.0 258.0    76119.5
  60.0 261.0    77479.8
  60.0 264.0    78214.7
  60.0 267.0    78760.4
  60.0 270.0    62435.4
  60.0 273.0    79569.1
  60.0 276.0    82852.4
  60.0 279.0    83025.4
  60.0 282.0    78800.7
  60.0 285.0    72405.8
  60.0 288.0    63162.9
  60.0 291.0    67345.3
  60.0 294.0    70040.6
  60.0 297.0    59048.4
  60.0 300.0    60509.8
  60.0 303.0    57073.0
  60.0 306.0    55288.0
  60.0 309.0    58397.0
  60.0 312.0    58440.8
  60.0 315.0    62958.6
  60.0 318.0    60092.2
  60.0 321.0    57064.2
  60.0 324.0    58716.2
  60.0 327.0    56134.5
  60.0 330.0    45399.0
  60.0 333.0    43859.2
  60.0 336.0    42269.1
  60.0 339.0    42620.5
  60.0 342.0    44413.4
  60.0 345.0    49858.5
  60.0 348.0    50680.1
  60.0 351.0    46747.2
  60.0 354.0    54637.4
  60.0 357.0    45576.3
  63.0   0.0    46905.4
  63.0   3.0    43360.3
  63.0   6.0    43631.6
  63.0   9.0    42363.1
  63.0  12.0    34969.8
  63.0  15.0    41467.6
  63.0  18.0    37951.9
  63.0  21.0    36180.2
  63.0  24.0    40284.4
  63.0  27.0    42202.1
  63.0  30.0    42169.9
  63.0  33.0    39589.6
  63.0  36.0    38115.1
  63.0  39.0    30524.9
  63.0  42.0    34614.3
  63.0  45.0    37136.5
  63.0  48.0    34916.7
  63.0  51.0    56898.0
  63.0  54.0    36091.4
  63.0  57.0    34476.1
  63.0  60.0    29745.7
  63.0  63.0    31506.8
  63.0  66.0    34521.7
  63.0  69.0    31970.3
  63.0  72.0    32530.5
  63.0  75.0    30478.2
  63.0  78.0    29365.7
  63.0  81.0    27594.1
  63.0  84.0    30682.4
  63.0  87.0    28458.7
  63.0  90.0    24682.6
  63.0  93.0    19230.3
  63.0  96.0    25754.3
  63.0  99.0    38975.4
  63.0 102.0    24096.9
  63.0 105.0    25334.1
  63.0 108.0    23270.7
  63.0 111.0    24691.0
  63.0 114.0    28720.7
  63.0 117.0    31571.7
  63.0 120.0    30580.2
  63.0 123.0    28892.3
  63.0 126.0    37681.2
  63.0 129.0    26644.4
  63.0 132.0    25342.4
  63.0 135.0    26560.2
  63.0 138.0    34025.2
  63.0 141.0    28937.9
  63.0 144.0    34623.4
  63.0 147.0    30110.8
  63.0 150.0    33583.9
  63.0 153.0    29152.8
  63.0 156.0    29489.5
  63.0 159.0    30863.4
  63.0 162.0    38990.4
  63.0 165.0    34994.6
  63.0 168.0    32481.3
  63.0 171.0    37364.1
  63.0 174.0    29062.2
  63.0 177.0    35558.0
  63.0 180.0    29433.9
  63.0 183.0    31277.1
  63.0 186.0    33403.9
  63.0 189.0    33750.5
  63.0 192.0    40170.6
  63.0 195.0    32619.0
  63.0 198.0    32054.0
  63.0 201.0    39369.4
  63.0 204.0    43347.2
  63.0 207.0    40948.3
  63.0 210.0    43774.3
  63.0 213.0    42357.1
  63.0 216.0    47990.0
  63.0 219.0    50430.2
  63.0 222.0    48149.1
  63.0 225.0    54992.0
  63.0 228.0    54312.7
  63.0 231.0    56037.6
  63.0 234.0    53718.2
  63.0 237.0    73629.8
  63.0 240.0    61042.4
  63.0 243.0    61014.3
  63.0 246.0    63366.2
  63.0 249.0    58314.7
  63.0 252.0    57183.2
  63.0 255.0    69068.3
  63.0 258.0    72823.7
  63.0 261.0    62957.0
  63.0 264.0    70103.9
  63.0 267.0    65535.2
  63.0 270.0    61446.6
  63.0 273.0    69992.3
  63.0 276.0    62267.1
  63.0 279.0    68673.0
  63.0 282.0    66567.4
  63.0 285.0    61897.9
  63.0 288.0    60398.1
  63.0 291.0    66761.1
  63.0 294.0    60820.8
  63.0 297.0    66267.4
  63.0 300.0    55118.2
  63.0 303.0    51157.0
  63.0 306.0    59558.6
  63.0 309.0    52439.9
  63.0 312.0    51834.9
  63.0 315.0    48043.0
  63.0 318.0    80124.8
  63.0 321.0    55540.2
  63.0 324.0    57572.4
  63.0 327.0    54926.0
  63.0 330.0    42974.7
  63.0 333.0    44856.4
  63.0 336.0    41719.9
  63.0 339.0    43764.9
  63.0 342.0    49843.7
  63.0 345.0    40407.6
  63.0 348.0    44682.9
  63.0 351.0    48296.5
  63.0 354.0    39902.4
  63.0 357.0    37464.9
  66.0   0.0    28657.3
  66.0   3.0    38765.4
  66.0   6.0    40083.2
  66.0   9.0    43391.1
  66.0  12.0    31863.6
  66.0  15.0    23200.3
  66.0  18.0    34673.4
  66.0  21.0    31469.7
  66.0  24.0    31904.0
  66.0  27.0    34674.6
  66.0  30.0    35398.3
  66.0  33.0    38966.9
  66.0  36.0    34304.0
  66.0  39.0    28162.4
  66.0  42.0    26829.6
  66.0  45.0    32668.1
  66.0  48.0    30568.4
  66.0  51.0    32934.0
  66.0  54.0    28605.7
  66.0  57.0    37805.3
  66.0  60.0    21799.5
  66.0  63.0    23742.6
  66.0  66.0    32274.1
  66.0  69.0    29494.6
  66.0  72.0    30483.0
  66.0  75.0    25299.6
  66.0  78.0    24551.8
  66.0  81.0    27457.8
  66.0  84.0    18361.1
  66.0  87.0    23356.6
  66.0  90.0    24892.9
  66.0  93.0    19983.1
  66.0  96.0    25931.1
  66.0  99.0    24450.8
  66.0 102.0    21445.2
  66.0 105.0    32585.8
  66.0 108.0    18284.5
  66.0 111.0    22892.3
  66.0 114.0    23040.2
  66.0 117.0    22620.5
  66.0 120.0    31633.1
  66.0 123.0    30031.0
  66.0 126.0    37579.7
  66.0 129.0    25377.7
  66.0 132.0    24929.1
  66.0 135.0    23846.7
  66.0 138.0    24153.8
  66.0 141.0    22373.6
  66.0 144.0    33863.0
  66.0 147.0    24223.4
  66.0 150.0    26219.8
  66.0 153.0    25946.4
  66.0 156.0    22633.3
  66.0 159.0    28930.5
  66.0 162.0    31496.2
  66.0 165.0    35374.8
  66.0 168.0    27932.6
  66.0 171.0    22374.2
  66.0 174.0    19347.6
  66.0 177.0    15093.4
  66.0 180.0    27839.4
  66.0 183.0    24430.7
  66.0 186.0    26936.8
  66.0 189.0    29631.1
  66.0 192.0    30717.7
  66.0 195.0    26379.7
  66.0 198.0    35948.8
  66.0 201.0    37760.2
  66.0 204.0    41588.6
  66.0 207.0    37159.9
  66.0 210.0    38605.0
  66.0 213.0    41883.8
  66.0 216.0    39839.1
  66.0 219.0    36279.9
  66.0 222.0    37607.9
  66.0 225.0    35447.3
  66.0 228.0    38447.6
  66.0 231.0    66106.6
  66.0 234.0    51278.1
  66.0 237.0    39115.3
  66.0 240.0    41504.7
  66.0 243.0    44311.4
  66.0 246.0    47718.1
  66.0 249.0    58673.3
  66.0 252.0    56471.9
  66.0 255.0    60641.6
  66.0 258.0    53335.2
  66.0 261.0    58014.8
  66.0 264.0    56152.4
  66.0 267.0    59861.9
  66.0 270.0    52709.8
  66.0 273.0    55227.9
  66.0 276.0    57131.4
  66.0 279.0    59100.3
  66.0 282.0    52413.2
  66.0 285.0    51236.1
  66.0 288.0    50868.7
  66.0 291.0    48821.1
  66.0 294.0    58119.6
  66.0 297.0    51145.0
  66.0 300.0    53401.4
  66.0 303.0    55608.0
  66.0 306.0    50137.4
  66.0 309.0    48486.3
  66.0 312.0    41291.6
  66.0 315.0    41919.1
  66.0 318.0    45382.2
  66.0 321.0    41427.9
  66.0 324.0    42453.6
  66.0 327.0    39700.5
  66.0 330.0    36054.9
  66.0 333.0    42823.3
  66.0 336.0    42015.3
  66.0 339.0    42015.3
  66.0 342.0    37705.2
  66.0 345.0    39540.8
  66.0 348.0    45429.1
  66.0 351.0    37253.9
  66.0 354.0    28195.6
  66.0 357.0    33749.8
  69.0   0.0    31563.6
  69.0   3.0    27358.1
  69.0   6.0    32925.5
  69.0   9.0    29815.2
  69.0  12.0    31801.1
  69.0  15.0    25990.0
  69.0  18.0    25426.1
  69.0  21.0    26517.3
  69.0  24.0    24432.3
  69.0  27.0    32231.3
  69.0  30.0    35371.1
  69.0  33.0    31771.2
  69.0  36.0    27460.7
  69.0  39.0    20096.1
  69.0  42.0    21901.1
  69.0  45.0    18704.0
  69.0  48.0    27230.2
  69.0  51.0    24178.7
  69.0  54.0    24468.1
  69.0  57.0    21799.8
  69.0  60.0    20908.3
  69.0  63.0    21452.8
  69.0  66.0    25623.3
  69.0  69.0    30254.9
  69.0  72.0    23972.3
  69.0  75.0    28469.9
  69.0  78.0    16747.9
  69.0  81.0    18381.5
  69.0  84.0    18895.1
  69.0  87.0    18706.8
  69.0  90.0    19217.3
  69.0  93.0    21296.8
  69.0  96.0    22124.5
  69.0  99.0    28745.8
  69.0 102.0    25644.1
  69.0 105.0    24675.3
  69.0 108.0    13494.4
  69.0 111.0    15507.1
  69.0 114.0    25495.4
  69.0 117.0    23141.3
  69.0 120.0    27224.2
  69.0 123.0    35370.2
  69.0 126.0    32218.4
  69.0 129.0    23019.8
  69.0 132.0    21648.4
  69.0 135.0    22386.7
  69.0 138.0    17227.7
  69.0 141.0    17506.0
  69.0 144.0    21930.7
  69.0 147.0    17264.4
  69.0 150.0    14043.4
  69.0 153.0    21696.5
  69.0 156.0    29038.0
  69.0 159.0    29038.0
  69.0 162.0    24934.9
  69.0 165.0    26249.0
  69.0 168.0    24213.9
  69.0 171.0    17350.2
  69.0 174.0    21173.3
  69.0 177.0    18473.7
  69.0 180.0    21222.8
  69.0 183.0    21741.1
  69.0 186.0    16779.8
  69.0 189.0    22118.0
  69.0 192.0    19588.5
  69.0 195.0    23439.4
  69.0 198.0    22552.9
  69.0 201.0    26625.4
  69.0 204.0    28438.4
  69.0 207.0    26636.0
  69.0 210.0    27832.1
  69.0 213.0    32158.2
  69.0 216.0    36467.5
  69.0 219.0    36395.1
  69.0 222.0    30882.1
  69.0 225.0    42296.2
  69.0 228.0    29789.0
  69.0 231.0    31564.0
  69.0 234.0    34310.5
  69.0 237.0    35654.6
  69.0 240.0    32299.3
  69.0 243.0    33880.0
  69.0 246.0    42203.2
  69.0 249.0    45738.4
  69.0 252.0    45397.2
  69.0 255.0    51845.1
  69.0 258.0    51854.7
  69.0 261.0    40798.0
  69.0 264.0    43031.4
  69.0 267.0    42868.7
  69.0 270.0    48895.3
  69.0 273.0    46230.9
  69.0 276.0    44430.9
  69.0 279.0    46802.6
  69.0 282.0    44574.7
  69.0 285.0    37011.4
  69.0 288.0    40018.5
  69.0 291.0    39906.5
  69.0 294.0    39129.5
  69.0 297.0    41081.7
  69.0 300.0    38926.3
  69.0 303.0    46120.3
  69.0 306.0    43156.3
  69.0 309.0    48354.0
  69.0 312.0    35162.7
  69.0 315.0    37224.8
  69.0 318.0    30378.3
  69.0 321.0    36116.3
  69.0 324.0    36063.8
  69.0 327.0    36774.9
  69.0 330.0    29564.6
  69.0 333.0    31376.1
  69.0 336.0    31376.1
  69.0 339.0    45306.5
  69.0 342.0    41049.6
  69.0 345.0    31373.6
  69.0 348.0    31298.0
  69.0 351.0    27762.2
  69.0 354.0    25934.2
  69.0 357.0    27176.4
