 theta   phi  intensity
  60.0 225.0    52899.7
  60.0 228.0    55592.1
  60.0 231.0    55352.8
  60.0 234.0    64229.6
  60.0 237.0    64771.1
  60.0 240.0    66399.2
  60.0 243.0    53664.7
  60.0 246.0    58237.9
  60.0 249.0    63697.4
  60.0 252.0    62264.2
  60.0 255.0    64401.0
  60.0 258.0    66047.7
  60.0 261.0    69232.4
  60.0 264.0    69353.5
  60.0 267.0    67040.2
  60.0 270.0    61078.9
  60.0 273.0    68518.8
  60.0 276.0    69972.4
  60.0 279.0    69153.6
  60.0 282.0    63442.9
  60.0 285.0    62932.9
  60.0 288.0    64538.3
  60.0 291.0    61211.7
  60.0 294.0    62333.0
  60.0 297.0    54344.2
  60.0 300.0    54035.1
  60.0 303.0    51122.1
  60.0 306.0    53943.3
  60.0 309.0    49010.1
  60.0 312.0    50122.5
  60.0 315.0    49970.0
  60.0 318.0    46243.0
  60.0 321.0    50575.0
  60.0 324.0    51313.1
  60.0 327.0    50236.4
  60.0 330.0    46631.2
  60.0 333.0    43041.4
  60.0 336.0    41089.6
  60.0 339.0    37350.4
  60.0 342.0    41145.2
  60.0 345.0    42701.0
  60.0 348.0    41510.1
  60.0 351.0    41153.5
  60.0 354.0    45223.6
  60.0 357.0    41623.1
  63.0   0.0    35480.2
  63.0   3.0    34450.2
  63.0   6.0    38628.3
  63.0   9.0    34527.1
  63.0  12.0    32070.4
  63.0  15.0    32145.4
  63.0  18.0    36693.3
  63.0  21.0    33384.1
  63.0  24.0    34438.0
  63.0  27.0    34597.4
  63.0  30.0    35372.5
  63.0  33.0    36582.5
  63.0  36.0    30229.5
  63.0  39.0    28910.0
  63.0  42.0    28948.9
  63.0  45.0    31844.6
  63.0  48.0    33033.2
  63.0  51.0    55708.2
  63.0  54.0    36093.8
  63.0  57.0    30940.0
  63.0  60.0    26713.7
  63.0  63.0    26614.2
  63.0  66.0    28696.4
  63.0  69.0    28712.1
  63.0  72.0    31334.8
  63.0  75.0    24809.9
  63.0  78.0    24627.4
  63.0  81.0    23686.0
  63.0  84.0    28766.2
  63.0  87.0    23915.7
  63.0  90.0    22098.7
  63.0  93.0    20988.8
  63.0  96.0    26488.9
  63.0  99.0    28923.6
  63.0 102.0    22419.8
  63.0 105.0    21363.7
  63.0 108.0    18929.5
  63.0 111.0    21763.1
  63.0 114.0    27272.1
  63.0 117.0    25533.5
  63.0 120.0    28536.6
  63.0 123.0    28249.6
  63.0 126.0    27394.4
  63.0 129.0    25863.5
  63.0 132.0    21966.7
  63.0 135.0    28069.8
  63.0 138.0    30564.9
  63.0 141.0    30873.4
  63.0 144.0    29561.5
  63.0 147.0    27151.7
  63.0 150.0    28946.0
  63.0 153.0    23864.3
  63.0 156.0    27351.7
  63.0 159.0    29382.8
  63.0 162.0    32853.6
  63.0 165.0    30765.0
  63.0 168.0    27467.6
  63.0 171.0    29158.0
  63.0 174.0    27835.8
  63.0 177.0    30445.4
  63.0 180.0    28213.4
  63.0 183.0    28867.7
  63.0 186.0    29395.7
  63.0 189.0    28265.5
  63.0 192.0    30920.6
  63.0 195.0    27509.6
  63.0 198.0    32689.5
  63.0 201.0    35093.5
  63.0 204.0    37807.3
  63.0 207.0    36487.8
  63.0 210.0    40442.1
  63.0 213.0    37607.6
  63.0 216.0    41225.0
  63.0 219.0    47833.3
  63.0 222.0    37863.6
  63.0 225.0    46227.5
  63.0 228.0    44390.5
  63.0 231.0    48745.0
  63.0 234.0    49714.2
  63.0 237.0    59796.7
  63.0 240.0    50853.1
  63.0 243.0    54454.5
  63.0 246.0    53259.1
  63.0 249.0    53174.1
  63.0 252.0    53050.5
  63.0 255.0    58723.3
  63.0 258.0    59416.7
  63.0 261.0    57141.3
  63.0 264.0    59288.3
  63.0 267.0    60787.9
  63.0 270.0    56838.5
  63.0 273.0    60420.8
  63.0 276.0    59405.7
  63.0 279.0    60230.1
  63.0 282.0    62353.4
  63.0 285.0    58175.9
  63.0 288.0    50853.6
  63.0 291.0    57576.0
  63.0 294.0    53545.3
  63.0 297.0    55737.5
  63.0 300.0    53131.9
  63.0 303.0    49652.2
  63.0 306.0    50429.7
  63.0 309.0    46232.3
  63.0 312.0    47868.0
  63.0 315.0    44766.4
  63.0 318.0    72981.4
  63.0 321.0    46671.8
  63.0 324.0    47744.5
  63.0 327.0    43069.4
  63.0 330.0    40262.8
  63.0 333.0    38863.5
  63.0 336.0    40319.0
  63.0 339.0    40174.6
  63.0 342.0    44306.4
  63.0 345.0    40349.8
  63.0 348.0    35616.2
  63.0 351.0    41022.9
  63.0 354.0    35124.4
  63.0 357.0    32716.0
  66.0   0.0    27196.5
  66.0   3.0    31254.7
  66.0   6.0    35385.7
  66.0   9.0    35831.7
  66.0  12.0    27587.7
  66.0  15.0    24401.1
  66.0  18.0    27361.1
  66.0  21.0    27908.7
  66.0  24.0    30903.7
  66.0  27.0    32721.1
  66.0  30.0    33692.3
  66.0  33.0    34187.6
  66.0  36.0    32908.2
  66.0  39.0    25869.7
  66.0  42.0    24065.9
  66.0  45.0    26770.2
  66.0  48.0    26501.4
  66.0  51.0    27389.1
  66.0  54.0    27591.1
  66.0  57.0    27928.8
  66.0  60.0    20187.3
  66.0  63.0    23748.6
  66.0  66.0    28775.3
  66.0  69.0    26097.5
  66.0  72.0    27957.0
  66.0  75.0    23011.3
  66.0  78.0    19840.7
  66.0  81.0    23866.9
  66.0  84.0    17318.7
  66.0  87.0    20002.6
  66.0  90.0    17227.0
  66.0  93.0    20834.3
  66.0  96.0    25211.9
  66.0  99.0    25987.2
  66.0 102.0    21611.9
  66.0 105.0    26947.0
  66.0 108.0    15991.9
  66.0 111.0    20558.2
  66.0 114.0    21848.0
  66.0 117.0    21633.2
  66.0 120.0    27036.4
  66.0 123.0    24432.3
  66.0 126.0    27810.8
  66.0 129.0    23489.7
  66.0 132.0    19827.2
  66.0 135.0    18602.5
  66.0 138.0    20485.5
  66.0 141.0    24961.3
  66.0 144.0    24201.4
  66.0 147.0    22402.7
  66.0 150.0    22270.8
  66.0 153.0    22003.1
  66.0 156.0    22605.2
  66.0 159.0    28427.8
  66.0 162.0    29238.2
  66.0 165.0    26792.1
  66.0 168.0    23027.3
  66.0 171.0    23361.3
  66.0 174.0    20681.9
  66.0 177.0    19953.6
  66.0 180.0    21808.4
  66.0 183.0    23604.9
  66.0 186.0    24846.5
  66.0 189.0    26602.3
  66.0 192.0    26655.0
  66.0 195.0    24170.9
  66.0 198.0    26539.1
  66.0 201.0    30755.6
  66.0 204.0    32236.8
  66.0 207.0    28809.0
  66.0 210.0    31291.6
  66.0 213.0    35022.8
  66.0 216.0    34051.4
  66.0 219.0    34156.3
  66.0 222.0    30742.5
  66.0 225.0    36496.7
  66.0 228.0    38435.4
  66.0 231.0    52930.2
  66.0 234.0    42721.1
  66.0 237.0    38447.9
  66.0 240.0    40524.9
  66.0 243.0    38082.2
  66.0 246.0    45035.4
  66.0 249.0    51684.5
  66.0 252.0    53146.7
  66.0 255.0    48990.8
  66.0 258.0    49073.1
  66.0 261.0    51158.7
  66.0 264.0    46702.6
  66.0 267.0    48556.0
  66.0 270.0    47098.3
  66.0 273.0    49332.8
  66.0 276.0    53089.2
  66.0 279.0    47381.4
  66.0 282.0    46705.3
  66.0 285.0    41659.9
  66.0 288.0    42347.9
  66.0 291.0    42991.9
  66.0 294.0    46576.1
  66.0 297.0    47473.6
  66.0 300.0    45467.5
  66.0 303.0    46303.6
  66.0 306.0    45849.6
  66.0 309.0    44159.3
  66.0 312.0    36423.7
  66.0 315.0    35786.1
  66.0 318.0    40867.6
  66.0 321.0    35637.6
  66.0 324.0    39772.1
  66.0 327.0    36194.0
  66.0 330.0    34148.8
  66.0 333.0    37796.7
  66.0 336.0    31515.0
  66.0 339.0    31515.0
  66.0 342.0    40775.8
  66.0 345.0    37055.8
  66.0 348.0    39182.0
  66.0 351.0    32735.4
  66.0 354.0    27489.9
  66.0 357.0    27460.4
  69.0   0.0    29908.2
  69.0   3.0    22756.5
  69.0   6.0    30247.5
  69.0   9.0    28810.0
  69.0  12.0    25482.3
  69.0  15.0    19623.9
  69.0  18.0    22914.0
  69.0  21.0    23653.0
  69.0  24.0    22898.7
  69.0  27.0    27853.3
  69.0  30.0    28722.2
  69.0  33.0    31401.2
  69.0  36.0    25398.3
  69.0  39.0    19829.6
  69.0  42.0    18307.2
  69.0  45.0    17695.4
  69.0  48.0    25522.7
  69.0  51.0    21593.7
  69.0  54.0    18656.0
  69.0  57.0    20310.5
  69.0  60.0    16779.6
  69.0  63.0    18080.6
  69.0  66.0    25901.5
  69.0  69.0    26502.5
  69.0  72.0    25069.2
  69.0  75.0    24108.7
  69.0  78.0    16836.6
  69.0  81.0    16294.9
  69.0  84.0    11378.2
  69.0  87.0    15926.8
  69.0  90.0    16444.1
  69.0  93.0    18091.0
  69.0  96.0    19864.2
  69.0  99.0    22238.5
  69.0 102.0    20194.9
  69.0 105.0    19453.4
  69.0 108.0    13756.8
  69.0 111.0    15091.5
  69.0 114.0    19650.1
  69.0 117.0    20900.3
  69.0 120.0    23072.9
  69.0 123.0    30966.2
  69.0 126.0    23494.7
  69.0 129.0    18904.3
  69.0 132.0    16095.4
  69.0 135.0    17020.5
  69.0 138.0    16097.9
  69.0 141.0    16390.2
  69.0 144.0    17262.1
  69.0 147.0    13639.8
  69.0 150.0    11895.7
  69.0 153.0    18170.8
  69.0 156.0    24375.3
  69.0 159.0    24375.3
  69.0 162.0    21264.3
  69.0 165.0    21538.2
  69.0 168.0    18228.8
  69.0 171.0    17287.5
  69.0 174.0    16282.9
  69.0 177.0    16321.2
  69.0 180.0    18031.7
  69.0 183.0    22249.9
  69.0 186.0    19707.3
  69.0 189.0    21908.5
  69.0 192.0    19334.6
  69.0 195.0    20958.1
  69.0 198.0    21753.6
  69.0 201.0    23136.5
  69.0 204.0    22815.2
  69.0 207.0    23573.4
  69.0 210.0    25683.4
  69.0 213.0    29519.8
  69.0 216.0    30561.1
  69.0 219.0    32542.2
  69.0 222.0    27399.1
  69.0 225.0    31052.2
  69.0 228.0    27087.3
  69.0 231.0    28014.0
  69.0 234.0    29663.5
  69.0 237.0    29867.1
  69.0 240.0    31353.1
  69.0 243.0    30356.0
  69.0 246.0    33488.8
  69.0 249.0    39096.1
  69.0 252.0    42409.6
  69.0 255.0    42709.1
  69.0 258.0    40344.1
  69.0 261.0    39594.4
  69.0 264.0    39929.1
  69.0 267.0    40448.6
  69.0 270.0    39722.7
  69.0 273.0    38409.8
  69.0 276.0    42354.4
  69.0 279.0    41973.3
  69.0 282.0    41530.9
  69.0 285.0    36878.7
  69.0 288.0    35740.2
  69.0 291.0    36813.7
  69.0 294.0    38282.3
  69.0 297.0    35903.5
  69.0 300.0    37395.6
  69.0 303.0    40366.2
  69.0 306.0    38357.3
  69.0 309.0    35771.6
  69.0 312.0    30406.2
  69.0 315.0    30284.7
  69.0 318.0    29446.8
  69.0 321.0    29519.2
  69.0 324.0    31543.2
  69.0 327.0    28943.8
  69.0 330.0    26771.5
  69.0 333.0    28818.4
  69.0 336.0    28818.4
  69.0 339.0    37525.7
  69.0 342.0    39108.7
  69.0 345.0    31398.3
  69.0 348.0    30314.8
  69.0 351.0    26226.5
  69.0 354.0    25048.0
  69.0 357.0    24090.9
